排名	关键词	热度	特征	时间
1	董卿 枪响之后没有赢家	5241969	新	2020-02-03T01:29:47.469238
2	成都5.1级地震	2644860	沸	2020-02-03T01:29:47.469378
3	湖北确诊病例破万	2517870	新	2020-02-03T01:29:47.469495
4	火神山医院不设门诊	2110164	新	2020-02-03T01:29:47.469608
5	最新疫情地图	1578460	沸	2020-02-03T01:29:47.469719
6	决胜法庭开播	1557790		2020-02-03T01:29:47.469826
7	钟南山称疑似病例自行隔离非常危险	1456869	沸	2020-02-03T01:29:47.469914
8	成都地震现场视频	1263146	新	2020-02-03T01:29:47.470038
9	湖北新增2103例确诊病例	946735	新	2020-02-03T01:29:47.470161
10	白岩松对话温州市市长	725587	沸	2020-02-03T01:29:47.470281
11	地震预警	635559		2020-02-03T01:29:47.470401
12	驻鄂部队50台卡车运送200吨物资	598232	新	2020-02-03T01:29:47.470499
13	全国累计确诊新型肺炎17205例	571472	新	2020-02-03T01:29:47.470619
14	湖北慈善总会公示捐赠物资	547342	新	2020-02-03T01:29:47.470739
15	目前已初步筛选出三种治疗药物	544703		2020-02-03T01:29:47.470860
16	重庆累计确诊300例	451406	新	2020-02-03T01:29:47.470958
17	科比	449361	新	2020-02-03T01:29:47.471074
18	庚子年	446425		2020-02-03T01:29:47.471195
19	伦敦发生持刀伤人事件	442498	新	2020-02-03T01:29:47.471289
20	疫情期间人际交往有多难	438206	新	2020-02-03T01:29:47.471407
21	红时	436657	新	2020-02-03T01:29:47.471526
22	每天三种情绪来回切换	430825	新	2020-02-03T01:29:47.471640
23	民企接手武汉红会物资工作	427439		2020-02-03T01:29:47.471758
24	陈韵如假扮黄雨萱	425296		2020-02-03T01:29:47.471853
25	许昕背后击球	422863		2020-02-03T01:29:47.471949
26	想见你直播	419666		2020-02-03T01:29:47.472042
27	深圳女房东主动降租80万	408773		2020-02-03T01:29:47.472136
28	各地设立24小时心理援助热线	351074	新	2020-02-03T01:29:47.472253
29	网友请愿海王2开除艾梅伯	327325		2020-02-03T01:29:47.472373
30	我们最好的时光 就是现在	305549		2020-02-03T01:29:47.472470
31	高晓攀输了	286626		2020-02-03T01:29:47.472564
32	消防救援赶赴震中	269953	新	2020-02-03T01:29:47.472658
33	像极了最近几天的你	261997	新	2020-02-03T01:29:47.472776
34	施展 天天向上	259505		2020-02-03T01:29:47.472894
35	未来一段时间不会出现大客流返京	252368		2020-02-03T01:29:47.472990
36	想见你 李子维	204954		2020-02-03T01:29:47.473086
37	新增病例住在确诊病例楼上	199296		2020-02-03T01:29:47.473181
38	2020最大心愿	190291	新	2020-02-03T01:29:47.473271
39	莆田步行街着火	190246		2020-02-03T01:29:47.473379
40	下一站是幸福	189937		2020-02-03T01:29:47.473467
41	杭州九种行为一律追究刑责	182217		2020-02-03T01:29:47.473551
42	山东发现聚集性疫情60起	142832		2020-02-03T01:29:47.473636
43	返程复工防护路线图	141126	新	2020-02-03T01:29:47.473721
44	邹韵好稳	139586		2020-02-03T01:29:47.473829
45	陈梦 女单冠军	130429		2020-02-03T01:29:47.473913
46	宅家美食日记	127836		2020-02-03T01:29:47.473999
47	马龙战胜奥恰洛夫	127715		2020-02-03T01:29:47.474084
48	20200202文案	127714		2020-02-03T01:29:47.474169
49	想见你预告	122638	新	2020-02-03T01:29:47.474251
50	C罗尤文生涯第50球	110005		2020-02-03T01:29:47.474355
