排名	关键词	热度	特征	时间
1	出门买菜未戴口罩被感染	4263637	新	2020-02-06T01:34:34.741541
2	儿子确诊90岁母亲陪护4天4夜	2490332	新	2020-02-06T01:34:34.741630
3	万名医生发起空中义诊	2451777	荐	2020-02-06T01:34:34.741702
4	全国累计确诊新型肺炎28018例	2448424	新	2020-02-06T01:34:34.741771
5	最新疫情地图	1549383	沸	2020-02-06T01:34:34.741840
6	湖北新增2987例新型肺炎	1304890	新	2020-02-06T01:34:34.741907
7	土耳其机场客机冲出跑道断成两截	1147713		2020-02-06T01:34:34.741974
8	周洁琼报平安	1010325		2020-02-06T01:34:34.742030
9	小红袄是谁	796324		2020-02-06T01:34:34.742085
10	孙杨给杭州防疫站民警点外卖	790371		2020-02-06T01:34:34.742146
11	瑞德西韦已正式开始临床实验	782561		2020-02-06T01:34:34.742201
12	武汉定点医院只收治确诊重症危重症等病例	765963		2020-02-06T01:34:34.742256
13	2020年中央一号文件	751217	热	2020-02-06T01:34:34.742311
14	十天前的我和十天后的我家人	747566		2020-02-06T01:34:34.742381
15	贺繁星元宋分手	729011		2020-02-06T01:34:34.742436
16	132个隔离点集中隔离5425人	716330		2020-02-06T01:34:34.742502
17	这两天女孩子的指甲	712799	新	2020-02-06T01:34:34.742599
18	特朗普免遭弹劾	690595	新	2020-02-06T01:34:34.742711
19	芒果TV崩了	689866		2020-02-06T01:34:34.742780
20	如果没有疫情你在干嘛	624268	新	2020-02-06T01:34:34.742834
21	章子怡评论李佳琦	577388	热	2020-02-06T01:34:34.742897
22	你手机通讯录里的奇葩备注	574029	新	2020-02-06T01:34:34.742958
23	方舱医院	375259	新	2020-02-06T01:34:34.743021
24	下一站是幸福预告	329255		2020-02-06T01:34:34.743081
25	贺灿阳房子塌了	322549		2020-02-06T01:34:34.743130
26	辽宁全省小区封闭管理	313771		2020-02-06T01:34:34.743180
27	火神山医院患者吃些什么	225598		2020-02-06T01:34:34.743229
28	晋江村民瞒报致3000多人被监测	201124		2020-02-06T01:34:34.743278
29	洪山体育馆方舱医院接收病患	195313	新	2020-02-06T01:34:34.743327
30	建议把CT作为诊断手段之一	193545		2020-02-06T01:34:34.743389
31	宝宝被感染隔离护士成临时妈妈	185969		2020-02-06T01:34:34.743441
32	蓬莱间结局	159501		2020-02-06T01:34:34.743497
33	谷歌跌出万亿俱乐部	144200		2020-02-06T01:34:34.743553
34	武汉防疫阻击战	139909	新	2020-02-06T01:34:34.743610
35	用口水涂抹电梯按键被行拘	139323		2020-02-06T01:34:34.743676
36	李荣浩	127671		2020-02-06T01:34:34.743730
37	湖北再次紧急下达2亿补助救治场所	125199		2020-02-06T01:34:34.743784
38	无人机硬核劝退聚众打牌	119628		2020-02-06T01:34:34.743839
39	A50 涨	113251		2020-02-06T01:34:34.743896
40	英国小学生用中文合唱给中国加油	111080	新	2020-02-06T01:34:34.743951
41	白岩松对话王辰院士	109154		2020-02-06T01:34:34.744026
42	确保疑似确诊病例应收尽收应治尽治	107883		2020-02-06T01:34:34.744079
43	贵州一女子编造防疫情谣言被拘	107199	新	2020-02-06T01:34:34.744134
44	河北一企业销售假劣口罩被罚180万	104667	新	2020-02-06T01:34:34.744213
45	武汉两个硬任务	101148	新	2020-02-06T01:34:34.744278
46	山东新增36例新型肺炎	98057	新	2020-02-06T01:34:34.744342
47	铁路再次调整免费退票	97867		2020-02-06T01:34:34.744405
48	信阳急需N95口罩1.3万个	91924		2020-02-06T01:34:34.744456
49	武汉火眼实验室试运行	86105		2020-02-06T01:34:34.744506
50	无人机给隔离居民空投蔬菜	84399		2020-02-06T01:34:34.744554
