排名	关键词	热度	特征	时间
1	具荷拉生前MV公开	3136140	新	2020-01-13T06:31:08.349913
2	12306全年售票30亿张	1967934	新	2020-01-13T06:31:08.350090
3	陶虹生图	1800784	沸	2020-01-13T06:31:08.350239
4	黄渤黄晓明黄子韬同框	1585181	新	2020-01-13T06:31:08.350384
5	肖战精灵造型	1578829	沸	2020-01-13T06:31:08.350526
6	敬业福	1517354	沸	2020-01-13T06:31:08.350668
7	中科院将调查赞导师与师娘论文	1429947		2020-01-13T06:31:08.350807
8	中国驻菲使馆提醒中国公民注意安全	1408036		2020-01-13T06:31:08.350918
9	赵海棠别唱了	1343040	热	2020-01-13T06:31:08.351031
10	郝云妻子控诉家暴	1325912	热	2020-01-13T06:31:08.351167
11	锦衣之下 特效	1325293		2020-01-13T06:31:08.351303
12	心疼李子维	1305117		2020-01-13T06:31:08.351413
13	曾小贤不贱了	1297116		2020-01-13T06:31:08.351525
14	肖战复古disco	1280792		2020-01-13T06:31:08.351634
15	海瑟薇生二胎后走红毯	1263403	热	2020-01-13T06:31:08.351743
16	中国女排进死亡之组	1261156	新	2020-01-13T06:31:08.351879
17	忘记回消息干脆就不回了	765184	新	2020-01-13T06:31:08.352017
18	奶茶身体乳	683323	新	2020-01-13T06:31:08.352152
19	日本富翁征集女友参加绕月旅行	500853	新	2020-01-13T06:31:08.352307
20	王一博给大张伟贴双眼皮	474454		2020-01-13T06:31:08.352443
21	医生夫妻看升旗时抢救心跳骤停老人	419610	新	2020-01-13T06:31:08.352554
22	天天向上素人改造	383808		2020-01-13T06:31:08.352695
23	澳政府空投食物救助野生动物	377452	新	2020-01-13T06:31:08.352804
24	开车5600里突然回家给父母惊喜	332291		2020-01-13T06:31:08.352939
25	玄彬哭戏	329025		2020-01-13T06:31:08.353047
26	都暻秀粉丝应援	327350		2020-01-13T06:31:08.353156
27	良医	324254	新	2020-01-13T06:31:08.353263
28	十九届中纪委四次全会	309723		2020-01-13T06:31:08.353397
29	一村庄被三大运营商集体拉黑	299775		2020-01-13T06:31:08.353507
30	李现霸道总裁文案	293522		2020-01-13T06:31:08.353617
31	放假在家睡懒觉有多难	278596	新	2020-01-13T06:31:08.353738
32	ZICO请夏跳舞	269340	新	2020-01-13T06:31:08.353896
33	中国男排无缘东京奥运会	257630		2020-01-13T06:31:08.354054
34	从小到大的颜值变化	248997		2020-01-13T06:31:08.354178
35	五福	238551		2020-01-13T06:31:08.354302
36	很折磨人又没法根治的病	237046		2020-01-13T06:31:08.354425
37	小妇人定档	185221		2020-01-13T06:31:08.354548
38	张志超案13年后再审宣判无罪	182489		2020-01-13T06:31:08.354671
39	雄龟50年繁育800只幼龟	176400		2020-01-13T06:31:08.354793
40	胜利接受拘捕令审查	161184		2020-01-13T06:31:08.354915
41	过年式嫌弃	150061	新	2020-01-13T06:31:08.355036
42	刘德华北京演唱会票	143972	新	2020-01-13T06:31:08.355190
43	被吓得最惨的一次	138942		2020-01-13T06:31:08.355342
44	胡一菲曾小贤领证	138312		2020-01-13T06:31:08.355465
45	贫贱不能移的真正意思	131774		2020-01-13T06:31:08.355587
46	菲律宾火山喷发	131618		2020-01-13T06:31:08.355711
47	想见你预告 懵	116358		2020-01-13T06:31:08.355833
48	看似光鲜收入一般的职业	115248		2020-01-13T06:31:08.355956
49	争议论文作者否认吹捧导师	106027		2020-01-13T06:31:08.356080
50	中国冷极大范围雾凇	77281		2020-01-13T06:31:08.356218
