排名	关键词	热度	特征	时间
1	新型肺炎确诊人数超过非典	5821163	沸	2020-01-29T05:34:41.945612
2	陕西出现一名3岁确诊患者	2391450	新	2020-01-29T05:34:41.945691
3	日本确诊大巴司机曾载大连旅行团	1564160	热	2020-01-29T05:34:41.945755
4	最新疫情地图	1482928	沸	2020-01-29T05:34:41.945818
5	全国累计确诊新型肺炎5974例	1086406	沸	2020-01-29T05:34:41.945878
6	一病例曾从北京西站坐地铁到北京南站	1075460	热	2020-01-29T05:34:41.945937
7	金银潭医院院长身患渐冻症	1032353	沸	2020-01-29T05:34:41.945998
8	西藏新增1例疑似病例	944441	沸	2020-01-29T05:34:41.946056
9	科比 时代周刊封面	790443	沸	2020-01-29T05:34:41.946117
10	浙江新增123例新型肺炎	737659		2020-01-29T05:34:41.946175
11	武汉对感染患者收住情况专项督查	667447	新	2020-01-29T05:34:41.946223
12	重庆首例确诊病例治愈出院	628998	新	2020-01-29T05:34:41.946283
13	白宫暂时不暂停中美航班	628983		2020-01-29T05:34:41.946341
14	广东新增53例新型肺炎	628769		2020-01-29T05:34:41.946389
15	黄冈版小汤山正式启用	628760		2020-01-29T05:34:41.946436
16	妈妈在武汉隔离病房去世	628562	新	2020-01-29T05:34:41.946488
17	一场同学会6人确诊	628471	新	2020-01-29T05:34:41.946551
18	科比遗体	628399	热	2020-01-29T05:34:41.946610
19	香港大学 疫苗	628247		2020-01-29T05:34:41.946669
20	师铭泽 徐立	628133		2020-01-29T05:34:41.946717
21	美联航宣布暂停24个中美往返航班	628045	新	2020-01-29T05:34:41.946764
22	科比大女儿	627964	热	2020-01-29T05:34:41.946823
23	西安地铁实行乘客实名登记	581314	新	2020-01-29T05:34:41.946880
24	机长Vlog记录医疗队驰援武汉	563326	新	2020-01-29T05:34:41.946938
25	春节新型约饭方式	510263		2020-01-29T05:34:41.946995
26	早知道假期这样你会干什么	504787		2020-01-29T05:34:41.947042
27	体会到了萧亚轩的快乐	462957		2020-01-29T05:34:41.947089
28	最害怕听到吃饭两个字	443555		2020-01-29T05:34:41.947135
29	古巴7.7级地震	412556		2020-01-29T05:34:41.947181
30	海军医疗队员在ICU的独特印记	362221		2020-01-29T05:34:41.947228
31	初五迎财神	345824		2020-01-29T05:34:41.947273
32	湖北新增840例新型肺炎	338741		2020-01-29T05:34:41.947320
33	世界卫生组织将派专家团队访华	321162	新	2020-01-29T05:34:41.947366
34	心安理得宅在家有多爽	311214		2020-01-29T05:34:41.947423
35	全国确诊新型肺炎病例	290922		2020-01-29T05:34:41.947468
36	大主宰新预告	282732	新	2020-01-29T05:34:41.947514
37	江苏新增29例新型肺炎	282170		2020-01-29T05:34:41.947574
38	新型肺炎疫情可能元宵节前好转	281416		2020-01-29T05:34:41.947626
39	贵州无新增病例	226398		2020-01-29T05:34:41.947678
40	内蒙古新增3例新型肺炎	220707	新	2020-01-29T05:34:41.947728
41	山东新增26例新型肺炎	220357		2020-01-29T05:34:41.947791
42	河南新增38例新型肺炎	219534		2020-01-29T05:34:41.947842
43	青岛外卖	210129		2020-01-29T05:34:41.947892
44	林俊杰 Stay With You	200177		2020-01-29T05:34:41.947943
45	安徽新增46例新型肺炎	199964		2020-01-29T05:34:41.947994
46	高以翔二哥晒弟弟童年旧照	198615	新	2020-01-29T05:34:41.948044
47	四川新增18例新型肺炎	195167		2020-01-29T05:34:41.948108
48	美国发行鼠年邮票	189888		2020-01-29T05:34:41.948159
49	钟南山为支援湖北医疗队加油	187702		2020-01-29T05:34:41.948219
50	还要多久能出疫苗	187271		2020-01-29T05:34:41.948271
