排名	关键词	热度	特征	时间
1	故宫年夜饭每桌6688元	2579459	新	2020-01-12T09:18:00.398992
2	张艺兴拉王一博的手	1576622	新	2020-01-12T09:18:00.399105
3	我在E7ONE等你	1525075	荐	2020-01-12T09:18:00.399202
4	林依轮追星肖战	1003875	新	2020-01-12T09:18:00.399295
5	白岩松拜托民政部门2月2号为新人开门	891852	新	2020-01-12T09:18:00.399387
6	趵突泉原来这么大岁数了	859451		2020-01-12T09:18:00.399476
7	沈腾报菜名	833661	新	2020-01-12T09:18:00.399547
8	张常宁探班吴冠希	509801	新	2020-01-12T09:18:00.399635
9	英女王将开紧急家庭会议	502687		2020-01-12T09:18:00.399723
10	外交部回应台湾地区领导人选举结果	412216		2020-01-12T09:18:00.399805
11	戴两块手表的列车员	338655		2020-01-12T09:18:00.399888
12	baby扶刘亦菲	330580	热	2020-01-12T09:18:00.399968
13	快递小哥改装玩具车冰上送急件	294444		2020-01-12T09:18:00.400068
14	伊朗称乌航坠机相关人员将接受调查	291214		2020-01-12T09:18:00.400148
15	悉尼歌剧院为消防员亮灯	283133	新	2020-01-12T09:18:00.400256
16	杜少平庭审中求留他一命	280193		2020-01-12T09:18:00.400355
17	秦牛正威参加选秀	275525		2020-01-12T09:18:00.400434
18	87岁老院长笑着结束最后一次门诊	269241		2020-01-12T09:18:00.400512
19	当学霸变成兵哥哥	268033		2020-01-12T09:18:00.400591
20	为颜值锦上添花的痣	242616		2020-01-12T09:18:00.400669
21	过年起床时的我	218145		2020-01-12T09:18:00.400748
22	徐峥给王一博补光	217612	热	2020-01-12T09:18:00.400826
23	J姐分手	214318	热	2020-01-12T09:18:00.400924
24	宠物摄影师成就业新宠	202485		2020-01-12T09:18:00.401022
25	2020年春晚14日首次带妆彩排	164724		2020-01-12T09:18:00.401100
26	出国游要15万元办签证骗局	158014		2020-01-12T09:18:00.401180
27	欧阳娜娜超A西装	157967		2020-01-12T09:18:00.401257
28	易烊千玺胸前发光	156542		2020-01-12T09:18:00.401336
29	海军首艘万吨大驱入列	153797		2020-01-12T09:18:00.401415
30	90后成观影主力	150608		2020-01-12T09:18:00.401492
31	南京大屠杀幸存者孙晋良逝世	147719	新	2020-01-12T09:18:00.401570
32	李现问周冬雨两边都拔了吗	147709		2020-01-12T09:18:00.401668
33	周杰伦呼和浩特演唱会门票	146632		2020-01-12T09:18:00.401746
34	沈腾看王源获奖的表情	146220		2020-01-12T09:18:00.401824
35	加大进口药品境外检查力度	144884		2020-01-12T09:18:00.401901
36	很不好但我却很擅长的事	144738		2020-01-12T09:18:00.401979
37	刘昊然学土拨鼠叫	144344		2020-01-12T09:18:00.402057
38	杨紫水雾蓝羽毛纱裙	143122		2020-01-12T09:18:00.402135
39	海军夫妻仅10秒的隔海相见	137254		2020-01-12T09:18:00.402213
40	48瓶黄河各段水样相连景象	132486		2020-01-12T09:18:00.402291
41	呼伦贝尔幻日	114514		2020-01-12T09:18:00.402368
42	王耀庆太搞笑了	112360		2020-01-12T09:18:00.402440
43	澳总理承认应对山火存在失误	103640		2020-01-12T09:18:00.402510
44	天空之镜空母错	101611		2020-01-12T09:18:00.402581
45	旅加龙凤胎大熊猫回家过年	100323		2020-01-12T09:18:00.402651
46	年前综合症	97010		2020-01-12T09:18:00.402720
47	禁塑令后泰国人花式购物	96398		2020-01-12T09:18:00.402790
48	听到哪首歌说明快过年了	83950	新	2020-01-12T09:18:00.402859
49	别让ETC给回家路添堵	83724		2020-01-12T09:18:00.402946
50	字母哥32分	82793	新	2020-01-12T09:18:00.403015
