排名	关键词	热度	特征	时间
1	庆余年	602343	沸	2019-12-20T19:50:20.859426
2	明年将制定个人信息保护法	337109	新	2019-12-20T19:50:20.859503
3	我偶像的女友是我老师	318129	荐	2019-12-20T19:50:20.859564
4	马天宇唱该死的温柔	312775	沸	2019-12-20T19:50:20.859623
5	刘鑫	243509	热	2019-12-20T19:50:20.859681
6	最后一部叶问	236981		2019-12-20T19:50:20.859737
7	刘鑫改名	225375	沸	2019-12-20T19:50:20.859784
8	费翔身材	174720	热	2019-12-20T19:50:20.859841
9	新闻联播里最甜的小可爱	153247		2019-12-20T19:50:20.859896
10	从小养狗或降低患精神分裂风险	141356		2019-12-20T19:50:20.859942
11	郑元畅Ella重聚	135540		2019-12-20T19:50:20.859989
12	朱亚文 头像咋换	122927	热	2019-12-20T19:50:20.860036
13	明天考研	112808		2019-12-20T19:50:20.860093
14	湖南卫视跨年主题曲	99375		2019-12-20T19:50:20.860138
15	香港已有80名教师被捕	99342		2019-12-20T19:50:20.860183
16	没有灵魂的土耳其冰淇淋	98703		2019-12-20T19:50:20.860229
17	雷蒙王治郅冲突	98259		2019-12-20T19:50:20.860274
18	陈昕葳	97670	新	2019-12-20T19:50:20.860318
19	外国老师穿人体器官服上课	96868		2019-12-20T19:50:20.860374
20	潮流合伙人	96864		2019-12-20T19:50:20.860418
21	江歌妈妈	76661		2019-12-20T19:50:20.860463
22	许绍洋再唱花香	75365		2019-12-20T19:50:20.860507
23	相亲中最受欢迎的女生职业	59377		2019-12-20T19:50:20.860551
24	女生只涂口红算不算化妆	57526		2019-12-20T19:50:20.860597
25	兵马俑坑内浇水	51045		2019-12-20T19:50:20.860647
26	因为颜值高而受欢迎的反派	47760		2019-12-20T19:50:20.860696
27	彭于晏笑的也太憨了	47572		2019-12-20T19:50:20.860741
28	张柏芝再唱星语心愿	47435		2019-12-20T19:50:20.860785
29	长期吃素或致神经受损和不育	47147		2019-12-20T19:50:20.860829
30	未达刑责年龄未成年人不能一放了之	44090		2019-12-20T19:50:20.860875
31	手机屏保大赛	41950		2019-12-20T19:50:20.860920
32	精英律师 靳东	41759		2019-12-20T19:50:20.860964
33	丝芭回应黄婷婷解约	41697		2019-12-20T19:50:20.861009
34	蒋方舟	41508		2019-12-20T19:50:20.861053
35	17款APP自动续费不通知	40665		2019-12-20T19:50:20.861097
36	酒鬼酒被举报非法添加甜蜜素	36538		2019-12-20T19:50:20.861141
37	陈伟霆钟楚曦预告	36165		2019-12-20T19:50:20.861185
38	李云迪 我知道自己是胖了	35410		2019-12-20T19:50:20.861231
39	圣诞发型	34146		2019-12-20T19:50:20.861276
40	只有芸知道让你流泪的瞬间	31301		2019-12-20T19:50:20.861320
41	半个喜剧台词	30732		2019-12-20T19:50:20.861364
42	罗志祥反对周扬青穿性感装	30175		2019-12-20T19:50:20.861408
43	乐华练习生 青你2	29995		2019-12-20T19:50:20.861453
44	一读就错的常用词	29508		2019-12-20T19:50:20.861497
45	24岁生物化学家当选美国小姐	29454		2019-12-20T19:50:20.861542
46	女生冬天多久洗一次头	29062		2019-12-20T19:50:20.861588
47	面包安利大会	28546		2019-12-20T19:50:20.861633
48	雷军手机屏保	27973		2019-12-20T19:50:20.861677
49	你应该和我交往的理由	27393		2019-12-20T19:50:20.861722
50	不放过任何一个侵害未成年人犯罪案件	23996		2019-12-20T19:50:20.861766
