Numbers,Timestamp
108,2020-03-04T04:37:46.320781
109,2020-03-04T04:42:48.171641
109,2020-03-04T04:47:50.237739
109,2020-03-04T04:52:52.149418
109,2020-03-04T04:57:54.200570
109,2020-03-04T05:02:57.707872
109,2020-03-04T05:08:00.045342
109,2020-03-04T05:13:02.551516
111,2020-03-04T05:18:05.117830
112,2020-03-04T05:23:07.207781
117,2020-03-04T05:28:10.016674
118,2020-03-04T05:33:12.836347
120,2020-03-04T05:38:16.350055
120,2020-03-04T05:43:18.757365
121,2020-03-04T05:48:22.328972
123,2020-03-04T05:53:25.001208
127,2020-03-04T05:58:27.446284
130,2020-03-04T06:03:29.350319
130,2020-03-04T06:08:32.601260
130,2020-03-04T06:13:35.524369
130,2020-03-04T06:18:37.996628
131,2020-03-04T06:23:40.140092
131,2020-03-04T06:28:42.999483
131,2020-03-04T06:33:45.444654
132,2020-03-04T06:38:48.209969
133,2020-03-04T06:43:50.649073
135,2020-03-04T06:48:56.746629
139,2020-03-04T06:53:59.596924
143,2020-03-04T06:59:03.708090
145,2020-03-04T07:04:06.380241
146,2020-03-04T07:09:08.867094
146,2020-03-04T07:14:11.474130
147,2020-03-04T07:19:13.829900
148,2020-03-04T07:24:16.871117
149,2020-03-04T07:29:19.125152
155,2020-03-04T07:34:22.494341
157,2020-03-04T07:39:25.755925
157,2020-03-04T07:44:28.369823
158,2020-03-04T07:49:31.690646
158,2020-03-04T07:54:33.810316
158,2020-03-04T07:59:36.581177
160,2020-03-04T08:04:39.274885
162,2020-03-04T08:09:42.133197
163,2020-03-04T08:14:44.110252
163,2020-03-04T08:19:48.979935
163,2020-03-04T08:24:52.476845
166,2020-03-04T08:29:55.973288
169,2020-03-04T08:35:00.302714
169,2020-03-04T08:40:04.351117
169,2020-03-04T08:45:07.522390
171,2020-03-04T08:50:10.056107
171,2020-03-04T08:55:11.997519
173,2020-03-04T09:00:14.205086
174,2020-03-04T09:05:17.690785
177,2020-03-04T09:10:21.099307
178,2020-03-04T09:15:23.032310
178,2020-03-04T09:20:28.931467
178,2020-03-04T09:25:32.361676
179,2020-03-04T09:30:35.212127
181,2020-03-04T09:35:37.174969
183,2020-03-04T09:40:39.612656
184,2020-03-04T09:45:41.797621
185,2020-03-04T09:50:44.526031
185,2020-03-04T09:55:47.297813
186,2020-03-04T10:00:50.686139
186,2020-03-04T10:05:55.421935
186,2020-03-04T10:10:58.103688
186,2020-03-04T10:16:00.393994
187,2020-03-04T10:21:04.589777
197,2020-03-04T10:32:37.501621
198,2020-03-04T10:37:39.388832
198,2020-03-04T10:42:42.090487
198,2020-03-04T10:47:43.937321
200,2020-03-04T10:52:46.301825
201,2020-03-04T10:57:48.311645
205,2020-03-04T11:02:51.546281
206,2020-03-04T11:07:53.803782
208,2020-03-04T11:12:56.583559
211,2020-03-04T11:18:00.928661
211,2020-03-04T11:23:03.576362
212,2020-03-04T11:28:05.695342
214,2020-03-04T11:33:07.744522
215,2020-03-04T11:38:09.591512
215,2020-03-04T11:43:12.113601
216,2020-03-04T11:48:14.307152
216,2020-03-04T11:53:17.045803
218,2020-03-04T11:58:19.552073
220,2020-03-04T12:03:22.579598
224,2020-03-04T12:08:24.790720
225,2020-03-04T12:13:27.312257
225,2020-03-04T12:18:29.622206
226,2020-03-04T12:23:33.055019
227,2020-03-04T12:28:34.869898
228,2020-03-04T12:33:37.952981
228,2020-03-04T12:38:40.441302
234,2020-03-04T12:49:28.765141
234,2020-03-04T12:54:31.378437
236,2020-03-04T12:59:34.231745
237,2020-03-04T13:04:37.206347
238,2020-03-04T13:09:39.802925
238,2020-03-04T13:14:44.057887
240,2020-03-04T13:19:46.525219
242,2020-03-04T13:24:49.367801
242,2020-03-04T13:29:53.104038
242,2020-03-04T13:34:56.090014
242,2020-03-04T13:39:58.259117
244,2020-03-04T13:45:08.637334
245,2020-03-04T13:50:10.873840
245,2020-03-04T13:55:13.405714
247,2020-03-04T14:00:15.373525
247,2020-03-04T14:05:18.082204
248,2020-03-04T14:10:20.435203
248,2020-03-04T14:15:24.501391
248,2020-03-04T14:20:26.898292
252,2020-03-04T14:25:29.749071
253,2020-03-04T14:30:32.694978
254,2020-03-04T14:35:36.232624
255,2020-03-04T14:40:39.868486
257,2020-03-04T14:45:43.019417
259,2020-03-04T14:50:45.493536
259,2020-03-04T14:55:49.526196
259,2020-03-04T15:00:52.974270
260,2020-03-04T15:05:59.703225
260,2020-03-04T15:11:04.708421
260,2020-03-04T15:16:06.921776
260,2020-03-04T15:21:09.600046
262,2020-03-04T15:26:14.078554
263,2020-03-04T15:31:16.377341
263,2020-03-04T15:36:19.362035
263,2020-03-04T15:41:21.808048
263,2020-03-04T15:46:24.426984
265,2020-03-04T15:51:27.441859
265,2020-03-04T15:56:30.950362
267,2020-03-04T16:01:33.355122
268,2020-03-04T16:06:37.500987
269,2020-03-04T16:11:39.772414
269,2020-03-04T16:16:43.359216
271,2020-03-04T16:21:46.648185
271,2020-03-04T16:26:52.772887
271,2020-03-04T16:31:56.084289
271,2020-03-04T16:36:59.301593
271,2020-03-04T16:42:03.437392
271,2020-03-04T16:47:06.977804
271,2020-03-04T16:52:09.342737
271,2020-03-04T16:57:12.062437
272,2020-03-04T17:02:14.274908
272,2020-03-04T17:07:16.857011
272,2020-03-04T17:12:18.826522
272,2020-03-04T17:17:21.017792
272,2020-03-04T17:22:23.989886
272,2020-03-04T17:27:28.016817
272,2020-03-04T17:32:30.368340
272,2020-03-04T17:37:32.566707
272,2020-03-04T17:42:34.877829
272,2020-03-04T17:47:37.407983
272,2020-03-04T17:52:39.838374
272,2020-03-04T17:57:42.141824
272,2020-03-04T18:02:44.604190
272,2020-03-04T18:07:46.959207
272,2020-03-04T18:12:49.482326
272,2020-03-04T18:17:51.913976
272,2020-03-04T18:22:54.214357
272,2020-03-04T18:27:56.539317
272,2020-03-04T18:32:58.839961
272,2020-03-04T18:38:01.412968
272,2020-03-04T18:43:03.239171
272,2020-03-04T18:48:05.672924
272,2020-03-04T18:53:07.561529
273,2020-03-04T18:58:09.732119
273,2020-03-04T19:03:11.649698
273,2020-03-04T19:08:13.789185
273,2020-03-04T19:13:15.729534
273,2020-03-04T19:18:17.905704
273,2020-03-04T19:23:20.795522
273,2020-03-04T19:28:23.057396
273,2020-03-04T19:33:25.514434
273,2020-03-04T19:38:27.921292
273,2020-03-04T19:43:29.959428
273,2020-03-04T19:48:33.166767
273,2020-03-04T19:53:35.183383
273,2020-03-04T19:58:38.042588
273,2020-03-04T20:03:40.626310
273,2020-03-04T20:08:44.095548
273,2020-03-04T20:13:46.971960
273,2020-03-04T20:18:49.456980
273,2020-03-04T20:23:51.358501
273,2020-03-04T20:28:53.582613
273,2020-03-04T20:33:55.865669
273,2020-03-04T20:38:58.850460
273,2020-03-04T20:44:01.392972
273,2020-03-04T20:49:03.836088
273,2020-03-04T20:54:06.409834
273,2020-03-04T20:59:09.437070
273,2020-03-04T21:04:11.964575
273,2020-03-04T21:09:14.231335
273,2020-03-04T21:14:16.880091
273,2020-03-04T21:19:19.190938
273,2020-03-04T21:24:21.507140
273,2020-03-04T21:29:24.394546
273,2020-03-04T21:34:26.414385
273,2020-03-04T21:39:29.057573
273,2020-03-04T21:44:31.020201
273,2020-03-04T21:49:33.544997
273,2020-03-04T21:54:35.614532
273,2020-03-04T21:59:38.802157
273,2020-03-04T22:04:40.782365
273,2020-03-04T22:09:44.012932
273,2020-03-04T22:14:45.796667
273,2020-03-04T22:19:48.854963
273,2020-03-04T22:24:50.782707
273,2020-03-04T22:29:53.202421
273,2020-03-04T22:34:56.043428
273,2020-03-04T22:39:58.325936
273,2020-03-04T22:45:00.627374
273,2020-03-04T22:50:04.353356
273,2020-03-04T22:55:06.595400
273,2020-03-04T23:00:09.474366
273,2020-03-04T23:05:11.733059
273,2020-03-04T23:10:14.058240
273,2020-03-04T23:15:15.973106
273,2020-03-04T23:20:18.385889
273,2020-03-04T23:25:20.819361
273,2020-03-04T23:30:23.200852
273,2020-03-04T23:35:25.149809
273,2020-03-04T23:40:27.390714
273,2020-03-04T23:45:29.604566
273,2020-03-04T23:50:32.028947
273,2020-03-04T23:55:34.269188
273,2020-03-05T00:00:36.649687
273,2020-03-05T00:05:38.797295
273,2020-03-05T00:10:41.688102
276,2020-03-05T00:15:45.707942
277,2020-03-05T00:20:47.680743
279,2020-03-05T00:25:49.911785
279,2020-03-05T00:30:52.544946
282,2020-03-05T00:35:55.384767
282,2020-03-05T00:40:59.988671
282,2020-03-05T00:46:02.258605
284,2020-03-05T00:51:05.802719
284,2020-03-05T00:56:12.305036
285,2020-03-05T01:01:15.298411
287,2020-03-05T01:06:17.853526
287,2020-03-05T01:11:20.059705
289,2020-03-05T01:16:23.006907
289,2020-03-05T01:21:26.065220
289,2020-03-05T01:26:27.847880
291,2020-03-05T01:31:31.321211
294,2020-03-05T01:36:33.805213
294,2020-03-05T01:41:36.223422
294,2020-03-05T01:46:38.710857
295,2020-03-05T01:51:41.099610
295,2020-03-05T01:56:43.669672
297,2020-03-05T02:01:46.245947
298,2020-03-05T02:06:48.935900
299,2020-03-05T02:11:51.438340
299,2020-03-05T02:16:53.385348
300,2020-03-05T02:21:55.657830
301,2020-03-05T02:26:57.897903
302,2020-03-05T02:32:00.883937
302,2020-03-05T02:37:02.903475
302,2020-03-05T02:42:05.472385
302,2020-03-05T02:47:07.274843
305,2020-03-05T02:52:10.588769
307,2020-03-05T02:57:12.373977
309,2020-03-05T03:02:15.361278
309,2020-03-05T03:07:17.883363
310,2020-03-05T03:12:20.412416
311,2020-03-05T03:17:23.642027
311,2020-03-05T03:22:25.916339
311,2020-03-05T03:27:27.850794
311,2020-03-05T03:32:30.641085
311,2020-03-05T03:37:32.618308
314,2020-03-05T03:42:35.662214
317,2020-03-05T03:47:38.486650
319,2020-03-05T03:52:40.727153
322,2020-03-05T03:57:43.823126
324,2020-03-05T04:02:48.631015
324,2020-03-05T04:07:50.699995
324,2020-03-05T04:12:54.357846
324,2020-03-05T04:17:56.516023
324,2020-03-05T04:22:59.063899
325,2020-03-05T04:28:00.905328
326,2020-03-05T04:33:03.049589
326,2020-03-05T04:38:05.315150
332,2020-03-05T04:43:08.649626
336,2020-03-05T04:48:10.676727
337,2020-03-05T04:53:12.707901
337,2020-03-05T04:58:17.134179
337,2020-03-05T05:03:19.403640
340,2020-03-05T05:08:22.048577
342,2020-03-05T05:13:24.469107
344,2020-03-05T05:18:26.240371
344,2020-03-05T05:23:29.635780
347,2020-03-05T05:28:32.122130
349,2020-03-05T05:33:35.421616
350,2020-03-05T05:38:38.378953
351,2020-03-05T05:43:42.845966
352,2020-03-05T05:48:44.948110
356,2020-03-05T05:53:48.134328
357,2020-03-05T05:58:50.450627
359,2020-03-05T06:03:53.358942
359,2020-03-05T06:08:55.908932
359,2020-03-05T06:13:58.104868
360,2020-03-05T06:19:00.469253
360,2020-03-05T06:24:03.248424
361,2020-03-05T06:29:05.308686
361,2020-03-05T06:34:07.906273
362,2020-03-05T06:39:10.482892
362,2020-03-05T06:44:13.413714
364,2020-03-05T06:49:16.100476
366,2020-03-05T06:54:19.257569
366,2020-03-05T06:59:22.404121
368,2020-03-05T07:04:24.907611
369,2020-03-05T07:09:27.115271
369,2020-03-05T07:14:29.681984
370,2020-03-05T07:19:31.883180
372,2020-03-05T07:24:34.505217
372,2020-03-05T07:29:37.013241
373,2020-03-05T07:34:40.497955
376,2020-03-05T07:39:43.166314
377,2020-03-05T07:44:45.335983
377,2020-03-05T07:49:47.314617
378,2020-03-05T07:54:49.848897
378,2020-03-05T07:59:52.091887
378,2020-03-05T08:04:54.800623
379,2020-03-05T08:09:57.210059
380,2020-03-05T08:15:00.765878
381,2020-03-05T08:20:03.494005
381,2020-03-05T08:25:06.109021
383,2020-03-05T08:30:08.250133
383,2020-03-05T08:35:10.425707
385,2020-03-05T08:40:12.314165
388,2020-03-05T08:45:23.994472
388,2020-03-05T08:50:26.550504
388,2020-03-05T08:55:32.610670
389,2020-03-05T09:00:40.889789
391,2020-03-05T09:05:45.068341
391,2020-03-05T09:10:48.329373
392,2020-03-05T09:15:51.780909
392,2020-03-05T09:20:53.795384
395,2020-03-05T09:25:56.674179
396,2020-03-05T09:30:59.538355
400,2020-03-05T09:36:02.286143
400,2020-03-05T09:41:05.201854
400,2020-03-05T09:46:08.743499
400,2020-03-05T09:51:11.240512
400,2020-03-05T09:56:13.918637
401,2020-03-05T10:01:16.324721
402,2020-03-05T10:06:19.667515
404,2020-03-05T10:11:22.360308
407,2020-03-05T10:16:25.531583
410,2020-03-05T10:21:28.461719
412,2020-03-05T10:26:31.160657
412,2020-03-05T10:31:33.737292
413,2020-03-05T10:36:36.461991
414,2020-03-05T10:41:38.568910
415,2020-03-05T10:46:40.786475
416,2020-03-05T10:51:43.183823
416,2020-03-05T10:56:46.315855
417,2020-03-05T11:01:49.622749
419,2020-03-05T11:06:55.345326
421,2020-03-05T11:11:57.425469
421,2020-03-05T11:17:00.932236
421,2020-03-05T11:22:02.980740
422,2020-03-05T11:27:05.416491
424,2020-03-05T11:32:07.312896
425,2020-03-05T11:37:10.300066
426,2020-03-05T11:42:12.593384
428,2020-03-05T11:47:16.115376
429,2020-03-05T11:52:19.032661
429,2020-03-05T11:57:22.375205
429,2020-03-05T12:02:24.975198
430,2020-03-05T12:07:27.326408
432,2020-03-05T12:12:29.942045
434,2020-03-05T12:17:32.753750
435,2020-03-05T12:22:36.164945
436,2020-03-05T12:27:38.598470
439,2020-03-05T12:32:41.218963
441,2020-03-05T12:37:43.369769
442,2020-03-05T12:42:45.237428
442,2020-03-05T12:47:47.915666
443,2020-03-05T12:52:50.883027
444,2020-03-05T12:57:53.688727
444,2020-03-05T13:02:56.592273
445,2020-03-05T13:07:59.993280
446,2020-03-05T13:13:02.309545
448,2020-03-05T13:18:06.090221
448,2020-03-05T13:23:08.925756
448,2020-03-05T13:28:11.909167
449,2020-03-05T13:33:14.126040
451,2020-03-05T13:38:16.929739
451,2020-03-05T13:43:19.985462
452,2020-03-05T13:48:22.534944
454,2020-03-05T13:53:24.835802
454,2020-03-05T13:58:28.038164
454,2020-03-05T14:03:31.867649
455,2020-03-05T14:08:34.769957
457,2020-03-05T14:13:39.582825
460,2020-03-05T14:18:42.177651
461,2020-03-05T14:23:44.626422
462,2020-03-05T14:28:48.043632
462,2020-03-05T14:33:51.223628
464,2020-03-05T14:38:53.634889
465,2020-03-05T14:43:56.799776
465,2020-03-05T14:48:59.380547
466,2020-03-05T14:54:02.375610
467,2020-03-05T14:59:06.315255
468,2020-03-05T15:04:08.311717
469,2020-03-05T15:09:13.276834
471,2020-03-05T15:14:17.534111
471,2020-03-05T15:19:23.301026
471,2020-03-05T15:24:26.306654
472,2020-03-05T15:29:29.060734
474,2020-03-05T15:34:31.471528
475,2020-03-05T15:39:34.110450
475,2020-03-05T15:44:36.638117
476,2020-03-05T15:49:39.587539
478,2020-03-05T15:54:41.891201
479,2020-03-05T15:59:46.044319
479,2020-03-05T16:04:48.469813
480,2020-03-05T16:09:52.175378
481,2020-03-05T16:14:54.964603
481,2020-03-05T16:19:57.955039
481,2020-03-05T16:25:01.471756
481,2020-03-05T16:30:05.107442
481,2020-03-05T16:35:09.042700
481,2020-03-05T16:40:12.829170
481,2020-03-05T16:45:14.876050
481,2020-03-05T16:50:18.123451
481,2020-03-05T16:55:21.076605
481,2020-03-05T17:00:25.084867
481,2020-03-05T17:05:27.353932
481,2020-03-05T17:10:29.798408
481,2020-03-05T17:15:31.716041
481,2020-03-05T17:20:35.159082
481,2020-03-05T17:25:37.861752
481,2020-03-05T17:30:41.685793
481,2020-03-05T17:35:44.072749
481,2020-03-05T17:40:46.542784
481,2020-03-05T17:45:49.415864
481,2020-03-05T17:50:52.406948
481,2020-03-05T17:55:54.694360
481,2020-03-05T18:00:57.497313
481,2020-03-05T18:06:00.553831
481,2020-03-05T18:11:03.487798
481,2020-03-05T18:16:06.724923
481,2020-03-05T18:21:09.908469
481,2020-03-05T18:26:12.824339
481,2020-03-05T18:31:14.997748
481,2020-03-05T18:36:16.879976
481,2020-03-05T18:41:20.131242
481,2020-03-05T18:46:22.460648
481,2020-03-05T18:51:25.453866
481,2020-03-05T18:56:27.906268
481,2020-03-05T19:01:30.194432
481,2020-03-05T19:06:32.254806
481,2020-03-05T19:11:36.791681
481,2020-03-05T19:16:38.795955
481,2020-03-05T19:21:42.092347
481,2020-03-05T19:26:44.097015
481,2020-03-05T19:31:46.297253
481,2020-03-05T19:36:48.242379
481,2020-03-05T19:41:50.518349
481,2020-03-05T19:46:52.758345
481,2020-03-05T19:51:55.244513
481,2020-03-05T19:56:57.723311
481,2020-03-05T20:02:00.911142
481,2020-03-05T20:07:03.849398
481,2020-03-05T20:12:06.633451
482,2020-03-05T20:17:08.468405
482,2020-03-05T20:22:10.961761
482,2020-03-05T20:27:13.754365
482,2020-03-05T20:32:16.830686
482,2020-03-05T20:37:19.032926
482,2020-03-05T20:42:21.686899
482,2020-03-05T20:47:24.404530
482,2020-03-05T20:52:27.317897
482,2020-03-05T20:57:29.351561
482,2020-03-05T21:02:31.637745
482,2020-03-05T21:07:34.376079
482,2020-03-05T21:12:36.859774
482,2020-03-05T21:17:39.124418
482,2020-03-05T21:22:41.732866
482,2020-03-05T21:27:45.236269
482,2020-03-05T21:32:48.223712
482,2020-03-05T21:37:53.432901
482,2020-03-05T21:42:56.121823
482,2020-03-05T21:47:58.406413
482,2020-03-05T21:53:00.791949
482,2020-03-05T21:58:03.417351
482,2020-03-05T22:03:05.632285
482,2020-03-05T22:08:07.603639
482,2020-03-05T22:13:09.634865
482,2020-03-05T22:18:11.614305
482,2020-03-05T22:23:13.844922
482,2020-03-05T22:28:16.389473
482,2020-03-05T22:33:18.642040
482,2020-03-05T22:38:21.847786
482,2020-03-05T22:43:24.259533
482,2020-03-05T22:48:26.088235
482,2020-03-05T22:53:28.258193
482,2020-03-05T22:58:30.163883
482,2020-03-05T23:03:33.573343
482,2020-03-05T23:08:35.750780
482,2020-03-05T23:13:38.232148
482,2020-03-05T23:18:40.188768
482,2020-03-05T23:23:42.996447
482,2020-03-05T23:28:45.778045
482,2020-03-05T23:33:48.861421
482,2020-03-05T23:38:51.352278
482,2020-03-05T23:43:54.303230
482,2020-03-05T23:48:56.287075
482,2020-03-05T23:53:58.443803
482,2020-03-05T23:59:00.892672
485,2020-03-06T00:04:03.185075
487,2020-03-06T00:09:06.093445
487,2020-03-06T00:14:08.440894
487,2020-03-06T00:19:10.688874
488,2020-03-06T00:24:14.408417
493,2020-03-06T00:29:17.160521
493,2020-03-06T00:34:20.172887
493,2020-03-06T00:39:22.198419
493,2020-03-06T00:44:26.003416
493,2020-03-06T00:49:27.955420
497,2020-03-06T00:54:31.517068
497,2020-03-06T00:59:33.833824
497,2020-03-06T01:04:36.804485
498,2020-03-06T01:09:39.498538
498,2020-03-06T01:14:41.752194
500,2020-03-06T01:19:44.041841
501,2020-03-06T01:24:46.205451
501,2020-03-06T01:29:48.800825
501,2020-03-06T01:34:51.596087
501,2020-03-06T01:39:54.070881
503,2020-03-06T01:44:57.054404
504,2020-03-06T01:49:59.231582
505,2020-03-06T01:55:01.268876
506,2020-03-06T02:00:03.565508
506,2020-03-06T02:05:05.818991
506,2020-03-06T02:10:07.836814
509,2020-03-06T02:15:10.050255
511,2020-03-06T02:20:12.117901
513,2020-03-06T02:25:14.326866
514,2020-03-06T02:30:16.671624
515,2020-03-06T02:35:19.659475
518,2020-03-06T02:40:21.720957
520,2020-03-06T02:45:24.244130
521,2020-03-06T02:50:26.533132
521,2020-03-06T02:55:28.752507
522,2020-03-06T03:00:30.659698
526,2020-03-06T03:05:32.919064
526,2020-03-06T03:10:35.205133
527,2020-03-06T03:15:37.517027
527,2020-03-06T03:20:39.814113
530,2020-03-06T03:25:42.315170
530,2020-03-06T03:30:44.418157
532,2020-03-06T03:35:46.622545
534,2020-03-06T03:40:49.228165
537,2020-03-06T03:45:52.345905
537,2020-03-06T03:50:54.850532
537,2020-03-06T03:55:57.883800
539,2020-03-06T04:00:59.974636
540,2020-03-06T04:06:02.512714
541,2020-03-06T04:11:04.366398
543,2020-03-06T04:16:07.425359
545,2020-03-06T04:21:09.787951
548,2020-03-06T04:26:12.315829
551,2020-03-06T04:31:14.387058
552,2020-03-06T04:36:16.987761
553,2020-03-06T04:41:18.982928
553,2020-03-06T04:46:22.033678
554,2020-03-06T04:51:24.122568
555,2020-03-06T04:56:26.733677
555,2020-03-06T05:01:28.936113
556,2020-03-06T05:06:31.358190
556,2020-03-06T05:11:33.259132
558,2020-03-06T05:16:36.179085
560,2020-03-06T05:21:38.269157
563,2020-03-06T05:26:40.648571
565,2020-03-06T05:31:43.815838
567,2020-03-06T05:36:48.141254
568,2020-03-06T05:41:50.378173
571,2020-03-06T05:46:52.881169
573,2020-03-06T05:51:55.580268
575,2020-03-06T05:56:59.538546
576,2020-03-06T06:02:01.404973
577,2020-03-06T06:07:03.557522
577,2020-03-06T06:12:05.998458
578,2020-03-06T06:17:08.737516
581,2020-03-06T06:22:10.957660
582,2020-03-06T06:27:13.945816
582,2020-03-06T06:32:16.205598
582,2020-03-06T06:37:19.252506
584,2020-03-06T06:42:21.338086
587,2020-03-06T06:47:23.888017
588,2020-03-06T06:52:26.441273
588,2020-03-06T06:57:28.917201
590,2020-03-06T07:02:32.121773
590,2020-03-06T07:07:35.006710
590,2020-03-06T07:12:38.051732
590,2020-03-06T07:17:40.539986
590,2020-03-06T07:22:42.792496
590,2020-03-06T07:27:45.750265
595,2020-03-06T07:32:48.005874
597,2020-03-06T07:37:51.632750
598,2020-03-06T07:42:56.053638
598,2020-03-06T07:47:59.438615
598,2020-03-06T07:53:01.343529
598,2020-03-06T07:58:03.851860
598,2020-03-06T08:03:05.998470
599,2020-03-06T08:08:08.605049
601,2020-03-06T08:13:10.925265
604,2020-03-06T08:18:13.887851
606,2020-03-06T08:23:16.746053
606,2020-03-06T08:28:20.268157
607,2020-03-06T08:33:22.488428
608,2020-03-06T08:38:24.923198
608,2020-03-06T08:43:27.180048
612,2020-03-06T08:48:30.254797
613,2020-03-06T08:53:33.407057
613,2020-03-06T08:58:38.140421
613,2020-03-06T09:03:42.225348
615,2020-03-06T09:08:44.825964
616,2020-03-06T09:13:48.514089
618,2020-03-06T09:18:52.305319
619,2020-03-06T09:23:54.556540
621,2020-03-06T09:28:58.297741
622,2020-03-06T09:34:02.880537
625,2020-03-06T09:39:05.553134
626,2020-03-06T09:44:08.650554
627,2020-03-06T09:49:27.007545
628,2020-03-06T09:54:28.871348
629,2020-03-06T09:59:33.225671
630,2020-03-06T10:04:35.484839
630,2020-03-06T10:09:37.821265
630,2020-03-06T10:14:39.987370
633,2020-03-06T10:19:42.668111
634,2020-03-06T10:24:44.926723
634,2020-03-06T10:29:48.310259
634,2020-03-06T10:34:51.055966
637,2020-03-06T10:39:54.020535
638,2020-03-06T10:44:56.115388
639,2020-03-06T10:49:58.802868
639,2020-03-06T10:55:01.798983
639,2020-03-06T11:00:05.099115
639,2020-03-06T11:05:07.616962
640,2020-03-06T11:10:09.846709
643,2020-03-06T11:15:12.028796
644,2020-03-06T11:20:14.772986
645,2020-03-06T11:25:17.479359
648,2020-03-06T11:30:20.682406
652,2020-03-06T11:35:22.710526
653,2020-03-06T11:40:26.416484
655,2020-03-06T11:45:30.208152
655,2020-03-06T11:50:33.227553
659,2020-03-06T11:55:35.278622
660,2020-03-06T12:00:37.356839
661,2020-03-06T12:05:39.145082
663,2020-03-06T12:10:42.090600
663,2020-03-06T12:15:44.425534
667,2020-03-06T12:20:46.795331
667,2020-03-06T12:25:49.588149
668,2020-03-06T12:30:54.514336
668,2020-03-06T12:35:56.664126
670,2020-03-06T12:40:59.591987
670,2020-03-06T12:46:01.491243
671,2020-03-06T12:51:04.037459
672,2020-03-06T12:56:06.250684
674,2020-03-06T13:01:08.701903
674,2020-03-06T13:06:10.698600
674,2020-03-06T13:11:13.174607
675,2020-03-06T13:16:15.401643
676,2020-03-06T13:21:19.783052
676,2020-03-06T13:26:22.630509
676,2020-03-06T13:31:25.873595
679,2020-03-06T13:36:28.752741
680,2020-03-06T13:41:32.088774
681,2020-03-06T13:46:35.511630
681,2020-03-06T13:51:39.241362
683,2020-03-06T13:56:42.780281
684,2020-03-06T14:01:46.753780
685,2020-03-06T14:06:48.748789
688,2020-03-06T14:11:51.220087
688,2020-03-06T14:16:53.290874
688,2020-03-06T14:21:55.833933
688,2020-03-06T14:26:57.741365
689,2020-03-06T14:32:00.611109
689,2020-03-06T14:37:02.567187
690,2020-03-06T14:42:08.725488
692,2020-03-06T14:47:11.332775
694,2020-03-06T14:52:15.617401
695,2020-03-06T14:57:18.300070
695,2020-03-06T15:02:22.402594
696,2020-03-06T15:07:25.520276
697,2020-03-06T15:12:29.400222
697,2020-03-06T15:17:32.010516
697,2020-03-06T15:22:42.438519
701,2020-03-06T15:27:44.346877
701,2020-03-06T15:32:47.964168
